סמל_ישוב‭,‬שם_ישוב‭,‬שם_רחוב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬דב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬דובדבן
28‭,‬מזכרת‭ ‬בתיה‭ ,‬דולב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬דמארי‭ ‬שושנה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬דקל
28‭,‬מזכרת‭ ‬בתיה‭ ,‬דרך‭ ‬היין
28‭,‬מזכרת‭ ‬בתיה‭ ,‬האחים‭ ‬ארקין
28‭,‬מזכרת‭ ‬בתיה‭ ,‬האסיף
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הבציר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הגורן
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הדרים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬ההגנה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הכנסת‭ ‬אורחים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הלזנר‭ ‬עמנואל
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הלן‭ ‬קלר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬המגן
28‭,‬מזכרת‭ ‬בתיה‭ ,‬המייסדים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬המסיק
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הנוטרים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הניצחון
28‭,‬מזכרת‭ ‬בתיה‭ ,"‬הנשיא‭ ‬שז‭""‬ר"
28‭,‬מזכרת‭ ‬בתיה‭ ,‬העצמאות
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הצבי
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הצנחנים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הקטיף
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הקציר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הרב‭ ‬מוהליבר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬הרשקוביץ
28‭,‬מזכרת‭ ‬בתיה‭ ,‬השוטרים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬התאנה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬וויסברג‭ ‬שלמה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬וולך‭ ‬יונה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬וולפסון‭ ‬מילכה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬ורד
28‭,‬מזכרת‭ ‬בתיה‭ ,‬זטוצקי‭ ‬יעקב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬זייד‭ ‬ציפורה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬זית
28‭,‬מזכרת‭ ‬בתיה‭ ,‬זמיר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬חיטה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬חיים‭ ‬משה‭ ‬פרס
28‭,‬מזכרת‭ ‬בתיה‭ ,‬חסיה‭ ‬המיילדת
28‭,‬מזכרת‭ ‬בתיה‭ ,‬חרוב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬חרצית
28‭,‬מזכרת‭ ‬בתיה‭ ,‬טיכו‭ ‬אנה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬יואל‭ ‬דב‭ ‬פרס
28‭,‬מזכרת‭ ‬בתיה‭ ,‬יחזקאל‭ ‬לוין
28‭,‬מזכרת‭ ‬בתיה‭ ,‬ילין‭ ‬תלמה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬יסמין
28‭,‬מזכרת‭ ‬בתיה‭ ,‬כיכר‭ ‬האיכר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬כפות‭ ‬תמרים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬לוי‭ ‬חיים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬לוי‭ ‬תנאי‭ ‬שרה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬לויטה‭ ‬אהרון‭ ‬זליג
28‭,‬מזכרת‭ ‬בתיה‭ ,‬לילך
28‭,‬מזכרת‭ ‬בתיה‭ ,‬לסקובסקי‭ ‬יעקב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬מארי‭ ‬קירי
28‭,‬מזכרת‭ ‬בתיה‭ ,‬מבצע‭ ‬יכין
28‭,‬מזכרת‭ ‬בתיה‭ ,‬מזכרת‭ ‬בתיה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬מידון
28‭,‬מזכרת‭ ‬בתיה‭ ,‬מלר‭ ‬חיים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬מרתה‭ ‬גרהאם
28‭,‬מזכרת‭ ‬בתיה‭ ,‬משה‭ ‬לוין
28‭,‬מזכרת‭ ‬בתיה‭ ,‬משה‭ ‬מלר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬משעול‭ ‬דיין‭ ‬משה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬משעול‭ ‬ספיר‭ ‬פנחס
28‭,‬מזכרת‭ ‬בתיה‭ ,‬משעול‭ ‬שלמה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬משעול‭ ‬שרת‭ ‬משה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬נאות‭ ‬הראשונים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬נאמן‭ ‬נחמה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬נודל‭ ‬אידה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬נופר
28‭,‬מזכרת‭ ‬בתיה‭ ,‬נורית
28‭,‬מזכרת‭ ‬בתיה‭ ,‬ניימן‭ ‬מרדכי
28‭,‬מזכרת‭ ‬בתיה‭ ,‬נתיב‭ ‬השיירות
28‭,‬מזכרת‭ ‬בתיה‭ ,‬סבידור‭ ‬מנחם
28‭,‬מזכרת‭ ‬בתיה‭ ,‬סולד‭ ‬הנרייטה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬סיגלית
28‭,‬מזכרת‭ ‬בתיה‭ ,‬סמ‭ ‬הבאר
28‭,‬מזכרת‭ ‬בתיה‭ ,"‬סמ‭ ‬ש‭""‬י"
28‭,‬מזכרת‭ ‬בתיה‭ ,‬סנש‭ ‬חנה
28‭,‬מזכרת‭ ‬בתיה‭ ,"‬פלמ‭""‬ח"
28‭,‬מזכרת‭ ‬בתיה‭ ,‬קאלגרי
28‭,‬מזכרת‭ ‬בתיה‭ ,‬קדמן‭ ‬גורית
28‭,‬מזכרת‭ ‬בתיה‭ ,‬קרן‭ ‬היסוד
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רביקוביץ‭ ‬דליה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רובינא‭ ‬חנה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רובינשטיין‭ ‬יהושע
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רודבסקי‭ ‬יוסף
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רוטשילד
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רום‭ ‬יעל
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רותם
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רחל‭ ‬המשוררת
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רחל‭ ‬ינאית‭ ‬בן‭ ‬צבי
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רימון
28‭,‬מזכרת‭ ‬בתיה‭ ,‬רקפת
28‭,‬מזכרת‭ ‬בתיה‭ ,‬ש‭ ‬וילות
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שאול
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שביל‭ ‬התפוזים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שד‭ ‬אליהו
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שד‭ ‬בגין‭ ‬מנחם
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שד‭ ‬ויצמן
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שד‭ ‬מוטה‭ ‬גור
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שד‭ ‬רפאל‭ ‬סויסה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שווילי‭ ‬הדסה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שוחט‭ ‬מניה
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שחם‭ ‬יואב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שכ‭ ‬בר‭ ‬לב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שמיר‭ ‬דב
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שמר‭ ‬נעמי
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שקד
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שקולניק‭ ‬אפרים
28‭,‬מזכרת‭ ‬בתיה‭ ,‬שרשבסקי‭ ‬גרשון
28‭,‬מזכרת‭ ‬בתיה‭ ,‬תמר
28‭,‬מזכרת‭ ‬בתיה‭ ,"‬תרמ‭""‬ג"
104‭,‬מזרע‭ ,‬מזרע
517‭,‬מזרעה‭ ,‬א‭-‬דבעה
517‭,‬מזרעה‭ ,‬אבו‭ ‬בקר‭ ‬אלסדיק
517‭,‬מזרעה‭ ,‬אבן‭ ‬סינא
517‭,‬מזרעה‭ ,‬אבן‭ ‬רושד
517‭,‬מזרעה‭ ,‬איבן‭ ‬ח‭'‬לדון
517‭,‬מזרעה‭ ,‬איבן‭ ‬חיאן
517‭,‬מזרעה‭ ,‬אל‭-‬איספהאני
517‭,‬מזרעה‭ ,‬אל‭-‬בירוני
517‭,‬מזרעה‭ ,‬אלאודבאא
517‭,‬מזרעה‭ ,‬אלאזהאר
517‭,‬מזרעה‭ ,‬אלאנביאא
517‭,‬מזרעה‭ ,‬אלאנסאר
517‭,‬מזרעה‭ ,‬אלאסבאט
517‭,‬מזרעה‭ ,‬אלאסמעי
517‭,‬מזרעה‭ ,‬אלאשג‭'‬אר
517‭,‬מזרעה‭ ,‬אלבאשא
517‭,‬מזרעה‭ ,‬אלבוחתורי
517‭,‬מזרעה‭ ,‬אלג‭'‬אחז
517‭,‬מזרעה‭ ,‬אלואדי
517‭,‬מזרעה‭ ,‬אלוורוד
517‭,‬מזרעה‭ ,‬אלזהראוי
517‭,‬מזרעה‭ ,‬אלזיתון
517‭,‬מזרעה‭ ,‬אלח‭'‬וארזמי
517‭,‬מזרעה‭ ,‬אלח‭'‬נסאא
517‭,‬מזרעה‭ ,‬אלחואריין
517‭,‬מזרעה‭ ,‬אלטאחון
517‭,‬מזרעה‭ ,‬אליאסמין
517‭,‬מזרעה‭ ,‬אלמואמנין
517‭,‬מזרעה‭ ,‬אלמוהאג‭'‬רין
517‭,‬מזרעה‭ ,‬אלמותנביא
517‭,‬מזרעה‭ ,‬אלמנארה
517‭,‬מזרעה‭ ,‬אלמעסרה
517‭,‬מזרעה‭ ,‬אלמקאטע
517‭,‬מזרעה‭ ,‬אלנח‭'‬יל
517‭,‬מזרעה‭ ,‬אלנרג‭'‬ס
517‭,‬מזרעה‭ ,‬אלסבאר
517‭,‬מזרעה‭ ,‬אלסחאבה
517‭,‬מזרעה‭ ,‬אלעולמאא
517‭,‬מזרעה‭ ,‬אלפוקהאא
517‭,‬מזרעה‭ ,‬אלפרזדק
517‭,‬מזרעה‭ ,‬אלקורטבי
517‭,‬מזרעה‭ ,‬אלקנאטר
517‭,‬מזרעה‭ ,‬אלראזי
517‭,‬מזרעה‭ ,‬אלריאחין
517‭,‬מזרעה‭ ,‬אלשאחוט
517‭,‬מזרעה‭ ,‬אלשועראא
517‭,‬מזרעה‭ ,‬אלתין
517‭,‬מזרעה‭ ,‬דאר‭ ‬אלווקף
517‭,‬מזרעה‭ ,‬מזרעה
517‭,‬מזרעה‭ ,‬סלאח‭ ‬א‭-‬דין
517‭,‬מזרעה‭ ,‬עומר‭ ‬בן‭ ‬אלח‭'‬טאב
517‭,‬מזרעה‭ ,‬עותמאן‭ ‬בן‭ ‬עפאן
517‭,‬מזרעה‭ ,‬עלי‭ ‬בן‭ ‬אבו‭ ‬טאלב
517‭,‬מזרעה‭ ,‬ראס‭ ‬אלמקסר
3599‭,‬מחולה‭ ,‬מחולה
1411‭,‬מחנה‭ ‬הילה‭ ,‬מחנה‭ ‬הילה
1418‭,‬מחנה‭ ‬טלי‭ ,‬מחנה‭ ‬טלי
1413‭,‬מחנה‭ ‬יהודית‭ ,‬מחנה‭ ‬יהודית
1416‭,‬מחנה‭ ‬יוכבד‭ ,‬מחנה‭ ‬יוכבד
1415‭,‬מחנה‭ ‬יפה‭ ,‬מחנה‭ ‬יפה
1196‭,‬מחנה‭ ‬יתיר‭ ,‬מחנה‭ ‬יתיר
1414‭,‬מחנה‭ ‬מרים‭ ,‬מחנה‭ ‬מרים
1412‭,‬מחנה‭ ‬תל‭ ‬נוף‭ ,‬מחנה‭ ‬תל‭ ‬נוף
308‭,‬מחניים‭ ,‬בית‭ ‬ראשון‭ ‬במולדת
308‭,‬מחניים‭ ,‬מחניים
776‭,‬מחסיה‭ ,‬מחסיה
43‭,‬מטולה‭ ,‬אזור‭ ‬תעשייה
43‭,‬מטולה‭ ,‬האיכר
43‭,‬מטולה‭ ,‬האירוס
43‭,‬מטולה‭ ,‬הארזים
43‭,‬מטולה‭ ,‬האשד
43‭,‬מטולה‭ ,‬הבלוע
43‭,‬מטולה‭ ,‬הגולן
43‭,‬מטולה‭ ,‬הגורן
43‭,‬מטולה‭ ,‬הגפן
43‭,‬מטולה‭ ,‬הדובדבן
43‭,‬מטולה‭ ,‬הזית
43‭,‬מטולה‭ ,‬החורשה
43‭,‬מטולה‭ ,‬החצבים
43‭,‬מטולה‭ ,‬החקורה
43‭,‬מטולה‭ ,‬החרמון
43‭,‬מטולה‭ ,‬הטחנה
43‭,‬מטולה‭ ,‬הכלנית
43‭,‬מטולה‭ ,‬הלבנון
43‭,‬מטולה‭ ,‬המורג
43‭,‬מטולה‭ ,‬המעיין
43‭,‬מטולה‭ ,‬המפל
43‭,‬מטולה‭ ,‬הנדיב
43‭,‬מטולה‭ ,‬הנורית
43‭,‬מטולה‭ ,‬הנרקיס
43‭,‬מטולה‭ ,‬הסביון
43‭,‬מטולה‭ ,‬הסחלב
43‭,‬מטולה‭ ,‬הערבה
43‭,‬מטולה‭ ,‬הצבעונים
43‭,‬מטולה‭ ,‬הר‭ ‬הצפייה
43‭,‬מטולה‭ ,‬הראשונים
43‭,‬מטולה‭ ,‬הרחבה‭ ‬חדשה
43‭,‬מטולה‭ ,‬הרימון
43‭,‬מטולה‭ ,‬הרקפת
43‭,‬מטולה‭ ,‬השמורה
43‭,‬מטולה‭ ,‬התאנה
43‭,‬מטולה‭ ,‬התנור
43‭,‬מטולה‭ ,‬מטולה
43‭,‬מטולה‭ ,‬מעלה‭ ‬ארז
43‭,‬מטולה‭ ,‬מעלה‭ ‬דדו
43‭,‬מטולה‭ ,‬מעלה‭ ‬הצפיה
43‭,‬מטולה‭ ,‬מצפה‭ ‬החולה
43‭,‬מטולה‭ ,‬מצפה‭ ‬נפתלי
43‭,‬מטולה‭ ,‬סמ‭ ‬הבוסתן
43‭,‬מטולה‭ ,‬עיון
43‭,‬מטולה‭ ,‬ש‭ ‬דרום
43‭,‬מטולה‭ ,‬ש‭ ‬עמידר
43‭,‬מטולה‭ ,‬שכ‭ ‬הזיתים
43‭,‬מטולה‭ ,‬שכ‭ ‬הרחבה‭ ‬ג
822‭,‬מטע‭ ,‬מטע
1128‭,‬מי‭ ‬עמי‭ ,‬האגס
1128‭,‬מי‭ ‬עמי‭ ,‬האורן
1128‭,‬מי‭ ‬עמי‭ ,‬האלון
1128‭,‬מי‭ ‬עמי‭ ,‬הבוסתן
1128‭,‬מי‭ ‬עמי‭ ,‬ההיאחזות
1128‭,‬מי‭ ‬עמי‭ ,‬החורשה
1128‭,‬מי‭ ‬עמי‭ ,‬החצב
1128‭,‬מי‭ ‬עמי‭ ,‬המלאכה
1128‭,‬מי‭ ‬עמי‭ ,‬הרקפות
1128‭,‬מי‭ ‬עמי‭ ,‬התורמוס
1128‭,‬מי‭ ‬עמי‭ ,‬מי‭ ‬עמי
1128‭,‬מי‭ ‬עמי‭ ,‬פרחי‭ ‬בר
2054‭,‬מיטב‭ ,‬מיטב
649‭,‬מייסר‭ ,‬מייסר
4019‭,‬מיצר‭ ,‬מיצר
1282‭,‬מירב‭ ,‬מירב
607‭,‬מירון‭ ,‬בר‭ ‬יוחאי
607‭,‬מירון‭ ,‬הבנים
607‭,‬מירון‭ ,‬הגפן
607‭,‬מירון‭ ,‬הזוהר
607‭,‬מירון‭ ,‬הזית
607‭,‬מירון‭ ,‬החרוב
607‭,‬מירון‭ ,‬המייסדים
607‭,‬מירון‭ ,‬המעיין
607‭,‬מירון‭ ,‬הרב‭ ‬צבי‭ ‬נריה
607‭,‬מירון‭ ,‬התנאים
607‭,‬מירון‭ ,‬חטיבה‭ ‬שבע
607‭,‬מירון‭ ,‬מירון
607‭,‬מירון‭ ,"‬מעלה‭ ‬הרשב‭""‬י"
607‭,‬מירון‭ ,‬משחררי‭ ‬מירון
731‭,‬מישר‭ ,‬האנפה
731‭,‬מישר‭ ,‬הדוכיפת
731‭,‬מישר‭ ,‬הדרור
731‭,‬מישר‭ ,‬הזמיר
731‭,‬מישר‭ ,‬העפרוני
731‭,‬מישר‭ ,‬הצופית
731‭,‬מישר‭ ,‬השחף
731‭,‬מישר‭ ,‬השלדג
731‭,‬מישר‭ ,‬מישר
731‭,‬מישר‭ ,‬שיכון‭ ‬בנים
1268‭,‬מיתר‭ ,‬אורן
1268‭,‬מיתר‭ ,‬איה
1268‭,‬מיתר‭ ,‬אילות
1268‭,‬מיתר‭ ,‬אירוס
1268‭,‬מיתר‭ ,‬אלה
1268‭,‬מיתר‭ ,‬אלון
1268‭,‬מיתר‭ ,‬אנפה
1268‭,‬מיתר‭ ,‬ארז
1268‭,‬מיתר‭ ,‬אשכול
1268‭,‬מיתר‭ ,‬אשל
1268‭,‬מיתר‭ ,‬בארי
1268‭,‬מיתר‭ ,‬בית‭ ‬אשל
1268‭,‬מיתר‭ ,‬ברבור
1268‭,‬מיתר‭ ,‬בשמת
1268‭,‬מיתר‭ ,‬גאון‭ ‬הירדן
1268‭,‬מיתר‭ ,‬גבולות
1268‭,‬מיתר‭ ,‬גבתון
1268‭,‬מיתר‭ ,‬גפן
1268‭,‬מיתר‭ ,‬גרופית
1268‭,‬מיתר‭ ,‬גרר
1268‭,‬מיתר‭ ,‬דוכיפת
1268‭,‬מיתר‭ ,‬דיה
1268‭,‬מיתר‭ ,‬דן
1268‭,‬מיתר‭ ,‬דפנה
1268‭,‬מיתר‭ ,‬דרורית
1268‭,‬מיתר‭ ,‬דרך‭ ‬הארץ
1268‭,‬מיתר‭ ,‬דרך‭ ‬הבשור
1268‭,‬מיתר‭ ,‬דרך‭ ‬הדרור
1268‭,‬מיתר‭ ,‬דרך‭ ‬הראל
1268‭,‬מיתר‭ ,‬דרך‭ ‬יתיר
1268‭,‬מיתר‭ ,‬דרך‭ ‬מיתר
1268‭,‬מיתר‭ ,‬הדס
1268‭,‬מיתר‭ ,‬זהבן
1268‭,‬מיתר‭ ,‬זוהר
1268‭,‬מיתר‭ ,‬זית
1268‭,‬מיתר‭ ,‬חוגלה
1268‭,‬מיתר‭ ,‬חוחית
1268‭,‬מיתר‭ ,‬חופית
1268‭,‬מיתר‭ ,‬חלוצה
1268‭,‬מיתר‭ ,‬חלמונית
1268‭,‬מיתר‭ ,‬חלמיש
1268‭,‬מיתר‭ ,‬חסידה
1268‭,‬מיתר‭ ,‬חצב
1268‭,‬מיתר‭ ,‬חצבה
1268‭,‬מיתר‭ ,‬חצוצרן
1268‭,‬מיתר‭ ,‬חצרים
1268‭,‬מיתר‭ ,‬ינשוף
1268‭,‬מיתר‭ ,‬יסעור
1268‭,‬מיתר‭ ,‬יעל
1268‭,‬מיתר‭ ,‬יעלים
1268‭,‬מיתר‭ ,‬כובשים
1268‭,‬מיתר‭ ,‬כחל
1268‭,‬מיתר‭ ,‬כיסופים
1268‭,‬מיתר‭ ,‬כלנית
1268‭,‬מיתר‭ ,‬כרכום
1268‭,‬מיתר‭ ,‬לבנית
1268‭,‬מיתר‭ ,‬מגלן
1268‭,‬מיתר‭ ,‬מגן
1268‭,‬מיתר‭ ,‬מורג
1268‭,‬מיתר‭ ,‬מיתר
1268‭,‬מיתר‭ ,‬ממשית
1268‭,‬מיתר‭ ,‬מצדה
1268‭,‬מיתר‭ ,‬משאבים
1268‭,‬מיתר‭ ,‬משמר
1268‭,‬מיתר‭ ,‬משעול‭ ‬יפתח
1268‭,‬מיתר‭ ,‬משעול‭ ‬לאה
1268‭,‬מיתר‭ ,"‬משעול‭ ‬פלמ‭""‬ח"
1268‭,‬מיתר‭ ,‬נגבה
1268‭,‬מיתר‭ ,‬נועם
1268‭,‬מיתר‭ ,‬נורית
1268‭,‬מיתר‭ ,‬נחליאלי
1268‭,‬מיתר‭ ,‬ניצנה
1268‭,‬מיתר‭ ,‬נירים
1268‭,‬מיתר‭ ,‬נשר
1268‭,‬מיתר‭ ,‬סלעית
1268‭,‬מיתר‭ ,‬סנונית
1268‭,‬מיתר‭ ,‬סעד
1268‭,‬מיתר‭ ,‬עבדת
1268‭,‬מיתר‭ ,‬עגור
1268‭,‬מיתר‭ ,‬עופרים
1268‭,‬מיתר‭ ,‬עורבני
1268‭,‬מיתר‭ ,‬עיט
1268‭,‬מיתר‭ ,‬עיטם
1268‭,‬מיתר‭ ,‬עין‭ ‬בוקק
1268‭,‬מיתר‭ ,‬עין‭ ‬זיק
1268‭,‬מיתר‭ ,‬עין‭ ‬מור
1268‭,‬מיתר‭ ,‬עין‭ ‬נטפים
1268‭,‬מיתר‭ ,‬עירית
1268‭,‬מיתר‭ ,‬עלומים
1268‭,‬מיתר‭ ,‬עפרוני
1268‭,‬מיתר‭ ,‬עציון‭ ‬גבר
1268‭,‬מיתר‭ ,‬עצמון
1268‭,‬מיתר‭ ,‬עקרב
1268‭,‬מיתר‭ ,‬ערוגות
1268‭,‬מיתר‭ ,‬ערוד
1268‭,‬מיתר‭ ,‬פארן
1268‭,‬מיתר‭ ,‬פרג
1268‭,‬מיתר‭ ,‬פשוש
1268‭,‬מיתר‭ ,‬צאלה
1268‭,‬מיתר‭ ,‬צאלים
1268‭,‬מיתר‭ ,‬צבאים
1268‭,‬מיתר‭ ,‬צבי
1268‭,‬מיתר‭ ,‬צבעוני
1268‭,‬מיתר‭ ,‬צופית
1268‭,‬מיתר‭ ,‬צופר
1268‭,‬מיתר‭ ,‬צוקית
1268‭,‬מיתר‭ ,‬צין
1268‭,‬מיתר‭ ,‬צניפים
1268‭,‬מיתר‭ ,‬צקלג
1268‭,‬מיתר‭ ,‬קדש‭ ‬ברנע
1268‭,‬מיתר‭ ,‬קורא
1268‭,‬מיתר‭ ,‬קטה
1268‭,‬מיתר‭ ,‬קטורה
1268‭,‬מיתר‭ ,‬קנאים
1268‭,‬מיתר‭ ,‬קציעות
1268‭,‬מיתר‭ ,‬קרקל
1268‭,‬מיתר‭ ,‬ראם
1268‭,‬מיתר‭ ,‬רביבים
1268‭,‬מיתר‭ ,‬רימון
1268‭,‬מיתר‭ ,‬רמים
1268‭,‬מיתר‭ ,‬רעים
1268‭,‬מיתר‭ ,‬רקפת
1268‭,‬מיתר‭ ,‬שבטה
1268‭,‬מיתר‭ ,‬שדמית
1268‭,‬מיתר‭ ,‬שדרות‭ ‬הזמיר
1268‭,‬מיתר‭ ,‬שדרות‭ ‬היונה
1268‭,‬מיתר‭ ,‬שדרות‭ ‬המייסדים
1268‭,‬מיתר‭ ,‬שדרות‭ ‬השלום
1268‭,‬מיתר‭ ,‬שדרות‭ ‬חברון
1268‭,‬מיתר‭ ,‬שדרות‭ ‬כרמית
1268‭,‬מיתר‭ ,‬שדרות‭ ‬עומרים
1268‭,‬מיתר‭ ,‬שובל
1268‭,‬מיתר‭ ,‬שחף
1268‭,‬מיתר‭ ,‬שיזף
1268‭,‬מיתר‭ ,‬שיטה
1268‭,‬מיתר‭ ,‬שכ‭ ‬הדרור
1268‭,‬מיתר‭ ,‬שכ‭ ‬הכלניות
1268‭,‬מיתר‭ ,‬שכ‭ ‬רבין
1268‭,‬מיתר‭ ,‬שלדג
1268‭,‬מיתר‭ ,‬שלו
1268‭,‬מיתר‭ ,‬שקד
1268‭,‬מיתר‭ ,‬שקמה
1268‭,‬מיתר‭ ,‬שקנאי
1268‭,‬מיתר‭ ,‬תאנה
1268‭,‬מיתר‭ ,‬תור
1268‭,‬מיתר‭ ,‬תמירון
1268‭,‬מיתר‭ ,‬תמנע
1268‭,‬מיתר‭ ,‬תמר
3614‭,‬מכורה‭ ,‬מכורה
1343‭,‬מכחול‭ ,‬מכחול
382‭,‬מכמורת‭ ,‬אלמוג
382‭,‬מכמורת‭ ,‬דולפין
382‭,‬מכמורת‭ ,‬דרך‭ ‬החוף
382‭,‬מכמורת‭ ,‬דרך‭ ‬הים
382‭,‬מכמורת‭ ,‬הדולב
382‭,‬מכמורת‭ ,‬המפתח
382‭,‬מכמורת‭ ,‬העוגן
382‭,‬מכמורת‭ ,‬הפרדס
382‭,‬מכמורת‭ ,‬השחף
382‭,‬מכמורת‭ ,‬כוכב‭ ‬הים
382‭,‬מכמורת‭ ,‬מכמורת
382‭,‬מכמורת‭ ,‬מעלה‭ ‬האשלים
382‭,‬מכמורת‭ ,‬סמ‭ ‬הדייגים
382‭,‬מכמורת‭ ,‬שביל‭ ‬השקיעה
382‭,‬מכמורת‭ ,‬שונית
382‭,‬מכמורת‭ ,‬שלדג
1202‭,‬מכמנים‭ ,‬איפה‭ ‬הילד
1202‭,‬מכמנים‭ ,‬זמר‭ ‬עברי
1202‭,‬מכמנים‭ ,‬להקת‭ ‬הנחל
1202‭,‬מכמנים‭ ,‬להקת‭ ‬כוורת
1202‭,‬מכמנים‭ ,‬להקת‭ ‬משינה
1202‭,‬מכמנים‭ ,‬להקת‭ ‬צלילי‭ ‬הכרם
1202‭,‬מכמנים‭ ,‬להקת‭ ‬תיסלם
1202‭,‬מכמנים‭ ,‬להקת‭ ‬תמוז
1202‭,‬מכמנים‭ ,‬מכמנים
1202‭,‬מכמנים‭ ,‬שלישיית‭ ‬גשר‭ ‬הירקון
164‭,‬מלאה‭ ,‬הגפן
164‭,‬מלאה‭ ,‬הזית
164‭,‬מלאה‭ ,‬מלאה
164‭,‬מלאה‭ ,‬רימון
164‭,‬מלאה‭ ,‬תאנה
2044‭,‬מלילות‭ ,‬מלילות
596‭,‬מלכיה‭ ,‬מלכיה
1154‭,‬מלכישוע‭ ,‬מלכישוע
2030‭,‬מנוחה‭ ,‬הבאר
2030‭,‬מנוחה‭ ,‬הבנים
2030‭,‬מנוחה‭ ,‬הכפר
2030‭,‬מנוחה‭ ,‬המגל
2030‭,‬מנוחה‭ ,‬המייסדים
2030‭,‬מנוחה‭ ,‬מנוחה
1174‭,‬מנוף‭ ,‬מנוף
1205‭,‬מנות‭ ,‬מנות
48‭,‬מנחמיה‭ ,‬הבנים
48‭,‬מנחמיה‭ ,‬הגפן
48‭,‬מנחמיה‭ ,‬הדוכיפת
48‭,‬מנחמיה‭ ,‬הדקל
48‭,‬מנחמיה‭ ,‬ההדרים
48‭,‬מנחמיה‭ ,‬הזיתים
48‭,‬מנחמיה‭ ,‬החקלאי
48‭,‬מנחמיה‭ ,‬הירדן
48‭,‬מנחמיה‭ ,‬הכלנית
48‭,‬מנחמיה‭ ,‬המייסדים
48‭,‬מנחמיה‭ ,‬הרימון
